stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,direction,position
1833340939,,Rua Felipe Neves (02),,-27.58886,-48.58539,,,,,
1536573113,,Rua Lauro Linhares (03),,-27.583715,-48.5256037,,,,,
1684818730,,Rodovia SC-405 (06),,-27.65742,-48.51056,,,,,
1681023432,,Rua Altamiro Barcelos Dutra (08),,-27.57534,-48.42536,,,,,
2083714335,,2083714335,,-27.44777,-48.53165,,,,,
2603667015,,2603667015,,-27.81122189405827,-48.559385461781886,,,,,
1760536518,,1760536518,,-27.7074879,-48.5068454,,,,,
1836110238,,Rodovia Admar Gonzaga (13),,-27.6018471,-48.4725365,,,,,
1836110246,,Rua Laurindo Januário da Silveira (02),,-27.6310119,-48.4742951,,,,,
2178991479,,2178991479,,-27.44084,-48.42294,,,,,
2408001502,,Rua Sebastião Laurentino da Silva (10),,-27.60275,-48.5038,,,,,
2547696236,,2547696236,,-27.63132,-48.66327,,,,,
1760536528,,1760536528,,-27.7396249,-48.5097379,,,,,
1760536532,,1760536532,,-27.7419152,-48.5097321,,,,,
1839861715,,Rua Tenente Silveira (02),,-27.5944949,-48.5534572,,,,,
2603666979,,2603666979,,-27.780826105692146,-48.5718675701527,,,,,
1422503608,,Rodovia SC-405 (39),,-27.6649774,-48.5022078,,,,,
2603666984,,2603666984,,-27.784410641661225,-48.5693140409249,,,,,
2084331478,,Rodovia SC-402,,-27.4527572,-48.4891093,,,,,
2461093335,,Rua Intendente João Nunes Vieira (12),,-27.4394226,-48.4026958,,,,,
1681047318,,Rua Laurindo Januário da Silveira (36),,-27.6249357,-48.4804165,,,,,
1715695955,,Rua João Motta Espezim (08),,-27.61135,-48.52957,,,,,
1833401972,,Rodovia SC-401 (33),,-27.4661168,-48.4641355,,,,,
2395759006,,2395759006,,-27.7843422,-48.5692593,,,,,
2178991451,,2178991451,,-27.42137,-48.43332,,,,,
1681023435,,1681023435,,-27.6093063,-48.447034,,,,,
1749712917,,Via do Contorno Ressacada (04),,-27.6666433,-48.5307651,,,,,
1827531400,,1827531400,,-27.7810955,-48.5241111,,,,,
1760536517,,1760536517,,-27.6938621,-48.5104744,,,,,
